시도,시군구,읍면동,자격,연령구간,가구수,수급권자수
서울특별시,강북구,미아동,차상위본인부담경감대상자,18세미만,0,41
서울특별시,강북구,미아동,차상위본인부담경감대상자,18~64세,52,35
서울특별시,강북구,미아동,차상위본인부담경감대상자,65세이상,49,55
서울특별시,강북구,미아동,청소년한부모모자가족,18세미만,0,1
서울특별시,강북구,미아동,청소년한부모모자가족,18~64세,1,1
서울특별시,강북구,미아동,차상위계층 확인,18세미만,0,12
서울특별시,강북구,미아동,차상위계층 확인,18~64세,91,158
서울특별시,강북구,미아동,차상위계층 확인,65세이상,75,76
서울특별시,강북구,송중동,모자가족,18세미만,1,91
서울특별시,강북구,송중동,모자가족,18~64세,87,127
서울특별시,강북구,송중동,부자가족,18세미만,0,22
서울특별시,강북구,송중동,부자가족,18~64세,22,34
서울특별시,강북구,송중동,차상위장애인,18세미만,1,4
서울특별시,강북구,송중동,차상위장애인,18~64세,31,29
서울특별시,강북구,송중동,차상위장애인,65세이상,71,71
서울특별시,강북구,송중동,차상위자활,18~64세,3,3
서울특별시,강북구,송중동,차상위본인부담경감대상자,18세미만,0,60
서울특별시,강북구,송중동,차상위본인부담경감대상자,18~64세,67,36
서울특별시,강북구,송중동,차상위본인부담경감대상자,65세이상,62,70
서울특별시,강북구,송중동,청소년한부모모자가족,18세미만,0,3
서울특별시,강북구,송중동,청소년한부모모자가족,18~64세,1,1
서울특별시,강북구,송중동,차상위계층 확인,18세미만,0,10
서울특별시,강북구,송중동,차상위계층 확인,18~64세,86,165
서울특별시,강북구,송중동,차상위계층 확인,65세이상,66,83
서울특별시,강북구,송천동,모자가족,18세미만,2,90
서울특별시,강북구,송천동,모자가족,18~64세,86,123
서울특별시,강북구,송천동,모자가족,65세이상,1,1
서울특별시,강북구,송천동,조손가족,18~64세,1,2
서울특별시,강북구,송천동,부자가족,18세미만,1,23
서울특별시,강북구,송천동,부자가족,18~64세,24,32
서울특별시,강북구,송천동,부자가족,65세이상,1,1
서울특별시,강북구,송천동,차상위장애인,18세미만,1,1
서울특별시,강북구,송천동,차상위장애인,18~64세,21,22
서울특별시,강북구,송천동,차상위장애인,65세이상,43,43
서울특별시,강북구,송천동,차상위자활,18~64세,5,6
서울특별시,강북구,송천동,차상위자활,65세이상,1,0
서울특별시,강북구,송천동,차상위본인부담경감대상자,18세미만,0,59
서울특별시,강북구,송천동,차상위본인부담경감대상자,18~64세,70,40
서울특별시,강북구,송천동,차상위본인부담경감대상자,65세이상,60,64
서울특별시,강북구,송천동,청소년한부모모자가족,18세미만,0,1
서울특별시,강북구,송천동,청소년한부모모자가족,18~64세,1,1
서울특별시,강북구,송천동,차상위계층 확인,18세미만,0,8
서울특별시,강북구,송천동,차상위계층 확인,18~64세,77,146
서울특별시,강북구,송천동,차상위계층 확인,65세이상,56,64
서울특별시,강북구,삼각산동,모자가족,18세미만,1,47
서울특별시,강북구,삼각산동,모자가족,18~64세,59,85
서울특별시,강북구,삼각산동,조손가족,18세미만,0,1
서울특별시,강북구,삼각산동,조손가족,18~64세,0,3
서울특별시,강북구,삼각산동,조손가족,65세이상,4,5
서울특별시,강북구,삼각산동,부자가족,18세미만,0,13
서울특별시,강북구,삼각산동,부자가족,18~64세,15,21
서울특별시,강북구,삼각산동,차상위장애인,18세미만,0,3
서울특별시,강북구,삼각산동,차상위장애인,18~64세,28,26
서울특별시,강북구,삼각산동,차상위장애인,65세이상,54,55
서울특별시,강북구,삼각산동,차상위자활,18~64세,2,2
서울특별시,강북구,삼각산동,차상위본인부담경감대상자,18세미만,1,17
서울특별시,강북구,삼각산동,차상위본인부담경감대상자,18~64세,33,28
서울특별시,강북구,삼각산동,차상위본인부담경감대상자,65세이상,47,50
서울특별시,강북구,삼각산동,청소년한부모모자가족,18세미만,0,2
서울특별시,강북구,삼각산동,청소년한부모모자가족,18~64세,2,2
서울특별시,강북구,삼각산동,차상위계층 확인,18세미만,0,5
서울특별시,강북구,삼각산동,차상위계층 확인,18~64세,39,68
서울특별시,강북구,삼각산동,차상위계층 확인,65세이상,35,45
서울특별시,강북구,번제1동,차상위본인부담경감대상자,18세미만,0,2
서울특별시,강북구,번제2동,차상위본인부담경감대상자,18~64세,3,2
서울특별시,강북구,번1동,모자가족,18세미만,1,73
서울특별시,강북구,번1동,모자가족,18~64세,81,113
서울특별시,강북구,번1동,조손가족,18세미만,0,1
서울특별시,강북구,번1동,조손가족,65세이상,1,1
서울특별시,강북구,번1동,부자가족,18세미만,1,21
서울특별시,강북구,번1동,부자가족,18~64세,19,24
서울특별시,강북구,번1동,차상위장애인,18세미만,0,2
서울특별시,강북구,번1동,차상위장애인,18~64세,27,26
서울특별시,강북구,번1동,차상위장애인,65세이상,29,28
서울특별시,강북구,번1동,차상위자활,18~64세,3,3
서울특별시,강북구,번1동,차상위본인부담경감대상자,18세미만,0,26
서울특별시,강북구,번1동,차상위본인부담경감대상자,18~64세,45,34
서울특별시,강북구,번1동,차상위본인부담경감대상자,65세이상,34,35
서울특별시,강북구,번1동,청소년한부모모자가족,18세미만,0,1
서울특별시,강북구,번1동,청소년한부모모자가족,18~64세,1,1
서울특별시,강북구,번1동,청소년한부모부자가족,18세미만,0,1
서울특별시,강북구,번1동,청소년한부모부자가족,18~64세,1,1
서울특별시,강북구,번1동,차상위계층 확인,18세미만,1,7
서울특별시,강북구,번1동,차상위계층 확인,18~64세,74,124
서울특별시,강북구,번1동,차상위계층 확인,65세이상,33,35
서울특별시,강북구,번제2동,조손가족,18세미만,0,1
서울특별시,강북구,번제2동,조손가족,18~64세,1,0
서울특별시,강북구,번2동,모자가족,18세미만,1,70
서울특별시,강북구,번2동,모자가족,18~64세,65,95
서울특별시,강북구,번2동,부자가족,18세미만,2,34
서울특별시,강북구,번2동,부자가족,18~64세,29,41
서울특별시,강북구,번2동,부자가족,65세이상,1,1
서울특별시,강북구,번2동,차상위장애인,18세미만,0,4
서울특별시,강북구,번2동,차상위장애인,18~64세,26,24
서울특별시,강북구,번2동,차상위장애인,65세이상,105,110
서울특별시,강북구,번2동,차상위본인부담경감대상자,18세미만,1,58
서울특별시,강북구,번2동,차상위본인부담경감대상자,18~64세,67,46
서울특별시,강북구,번2동,차상위본인부담경감대상자,65세이상,53,64
서울특별시,강북구,번2동,차상위계층 확인,18세미만,0,13
서울특별시,강북구,번2동,차상위계층 확인,18~64세,59,115
서울특별시,강북구,번2동,차상위계층 확인,65세이상,120,140
서울특별시,강북구,번제3동,모자가족,18세미만,0,3
서울특별시,강북구,번제3동,모자가족,18~64세,1,1
서울특별시,강북구,번제3동,차상위본인부담경감대상자,18세미만,0,2
서울특별시,강북구,번제3동,차상위본인부담경감대상자,18~64세,0,1
서울특별시,강북구,번제3동,차상위본인부담경감대상자,65세이상,2,1
서울특별시,강북구,번3동,모자가족,18세미만,1,104
서울특별시,강북구,번3동,모자가족,18~64세,96,143
서울특별시,강북구,번3동,조손가족,18~64세,0,2
서울특별시,강북구,번3동,조손가족,65세이상,2,2
서울특별시,강북구,번3동,부자가족,18세미만,0,20
서울특별시,강북구,번3동,부자가족,18~64세,27,43
서울특별시,강북구,번3동,차상위장애인,18세미만,0,1
서울특별시,강북구,번3동,차상위장애인,18~64세,44,45
서울특별시,강북구,번3동,차상위장애인,65세이상,204,224
서울특별시,강북구,번3동,차상위자활,65세이상,2,2
서울특별시,강북구,번3동,차상위본인부담경감대상자,18세미만,2,23
서울특별시,강북구,번3동,차상위본인부담경감대상자,18~64세,39,40
서울특별시,강북구,번3동,차상위본인부담경감대상자,65세이상,89,95
서울특별시,강북구,번3동,청소년한부모부자가족,18세미만,0,1
서울특별시,강북구,번3동,청소년한부모부자가족,18~64세,1,1
서울특별시,강북구,번3동,차상위계층 확인,18세미만,2,14
서울특별시,강북구,번3동,차상위계층 확인,18~64세,44,126
서울특별시,강북구,번3동,차상위계층 확인,65세이상,134,149
서울특별시,강북구,수유제1동,차상위본인부담경감대상자,18~64세,1,1
서울특별시,강북구,수유제1동,차상위본인부담경감대상자,65세이상,1,1
서울특별시,강북구,수유제1동,차상위계층 확인,65세이상,1,1
서울특별시,강북구,수유1동,모자가족,18세미만,2,118
서울특별시,강북구,수유1동,모자가족,18~64세,106,148
서울특별시,강북구,수유1동,부자가족,18세미만,0,19
서울특별시,강북구,수유1동,부자가족,18~64세,21,33
서울특별시,강북구,수유1동,부자가족,65세이상,2,2
서울특별시,강북구,수유1동,차상위장애인,18세미만,1,5
서울특별시,강북구,수유1동,차상위장애인,18~64세,37,34
서울특별시,강북구,수유1동,차상위장애인,65세이상,62,64
서울특별시,강북구,수유1동,차상위자활,18~64세,2,2
서울특별시,강북구,수유1동,차상위본인부담경감대상자,18세미만,0,44
서울특별시,강북구,수유1동,차상위본인부담경감대상자,18~64세,56,33
서울특별시,강북구,수유1동,차상위본인부담경감대상자,65세이상,46,50
서울특별시,강북구,수유1동,청소년한부모모자가족,18세미만,0,2
서울특별시,강북구,수유1동,청소년한부모모자가족,18~64세,1,1
서울특별시,강북구,수유1동,차상위계층 확인,18세미만,0,23
서울특별시,강북구,수유1동,차상위계층 확인,18~64세,80,141
서울특별시,강북구,수유1동,차상위계층 확인,65세이상,59,73
서울특별시,강북구,수유제2동,차상위본인부담경감대상자,18세미만,0,2
서울특별시,강북구,수유제2동,차상위본인부담경감대상자,18~64세,1,0
서울특별시,강북구,수유제2동,차상위본인부담경감대상자,65세이상,1,0
서울특별시,강북구,수유2동,모자가족,18세미만,0,108
서울특별시,강북구,수유2동,모자가족,18~64세,120,165
서울특별시,강북구,수유2동,조손가족,18세미만,0,2
서울특별시,강북구,수유2동,조손가족,18~64세,1,1
서울특별시,강북구,수유2동,조손가족,65세이상,1,1
서울특별시,강북구,수유2동,부자가족,18세미만,0,14
서울특별시,강북구,수유2동,부자가족,18~64세,14,18
서울특별시,강북구,수유2동,차상위장애인,18세미만,1,1
서울특별시,강북구,수유2동,차상위장애인,18~64세,24,24
서울특별시,강북구,수유2동,차상위장애인,65세이상,38,39
서울특별시,강북구,수유2동,차상위자활,18~64세,7,7
서울특별시,강북구,수유2동,차상위본인부담경감대상자,18세미만,0,41
서울특별시,강북구,수유2동,차상위본인부담경감대상자,18~64세,81,64
서울특별시,강북구,수유2동,차상위본인부담경감대상자,65세이상,52,57
서울특별시,강북구,수유2동,청소년한부모모자가족,18세미만,0,4
서울특별시,강북구,수유2동,청소년한부모모자가족,18~64세,4,4
서울특별시,강북구,수유2동,차상위계층 확인,18세미만,0,14
서울특별시,강북구,수유2동,차상위계층 확인,18~64세,78,134
서울특별시,강북구,수유2동,차상위계층 확인,65세이상,62,69
서울특별시,강북구,수유3동,모자가족,18세미만,1,103
서울특별시,강북구,수유3동,모자가족,18~64세,87,111
서울특별시,강북구,수유3동,부자가족,18세미만,0,15
서울특별시,강북구,수유3동,부자가족,18~64세,20,32
서울특별시,강북구,수유3동,부자가족,65세이상,1,1
서울특별시,강북구,수유3동,차상위장애인,18세미만,0,1
서울특별시,강북구,수유3동,차상위장애인,18~64세,24,23
서울특별시,강북구,수유3동,차상위장애인,65세이상,41,42
서울특별시,강북구,수유3동,차상위자활,18~64세,1,2
서울특별시,강북구,수유3동,차상위자활,65세이상,1,0
서울특별시,강북구,수유3동,차상위본인부담경감대상자,18세미만,0,51
서울특별시,강북구,수유3동,차상위본인부담경감대상자,18~64세,51,25
서울특별시,강북구,수유3동,차상위본인부담경감대상자,65세이상,41,49
서울특별시,강북구,수유3동,차상위계층 확인,18세미만,0,19
서울특별시,강북구,수유3동,차상위계층 확인,18~64세,62,98
서울특별시,강북구,수유3동,차상위계층 확인,65세이상,53,61
서울특별시,강북구,우이동,모자가족,18세미만,0,92
서울특별시,강북구,우이동,모자가족,18~64세,84,112
서울특별시,강북구,우이동,부자가족,18세미만,0,25
서울특별시,강북구,우이동,부자가족,18~64세,27,40
서울특별시,강북구,우이동,차상위장애인,18~64세,18,20
서울특별시,강북구,우이동,차상위장애인,65세이상,38,37
서울특별시,강북구,우이동,차상위자활,18~64세,3,7
서울특별시,강북구,우이동,차상위자활,65세이상,2,0
서울특별시,강북구,우이동,차상위본인부담경감대상자,18세미만,0,60
서울특별시,강북구,우이동,차상위본인부담경감대상자,18~64세,64,38
서울특별시,강북구,우이동,차상위본인부담경감대상자,65세이상,38,46
서울특별시,강북구,우이동,차상위계층 확인,18세미만,0,8
서울특별시,강북구,우이동,차상위계층 확인,18~64세,51,95
서울특별시,강북구,우이동,차상위계층 확인,65세이상,73,92
서울특별시,강북구,인수동,모자가족,18세미만,1,187
서울특별시,강북구,인수동,모자가족,18~64세,166,228
서울특별시,강북구,인수동,조손가족,18세미만,0,1
서울특별시,강북구,인수동,조손가족,18~64세,1,2
서울특별시,강북구,인수동,조손가족,65세이상,1,1
서울특별시,강북구,인수동,부자가족,18세미만,0,27
서울특별시,강북구,인수동,부자가족,18~64세,30,45
서울특별시,강북구,인수동,부자가족,65세이상,1,1
서울특별시,강북구,인수동,차상위장애인,18세미만,0,4
서울특별시,강북구,인수동,차상위장애인,18~64세,40,38
서울특별시,강북구,인수동,차상위장애인,65세이상,83,86
서울특별시,강북구,인수동,차상위자활,18~64세,4,4
서울특별시,강북구,인수동,차상위본인부담경감대상자,18세미만,0,70
서울특별시,강북구,인수동,차상위본인부담경감대상자,18~64세,91,56
서울특별시,강북구,인수동,차상위본인부담경감대상자,65세이상,58,66
서울특별시,강북구,인수동,차상위계층 확인,18세미만,0,15
서울특별시,강북구,인수동,차상위계층 확인,18~64세,113,200
서울특별시,강북구,인수동,차상위계층 확인,65세이상,85,97
서울특별시,도봉구,창1동,모자가족,18세미만,1,36
서울특별시,도봉구,창1동,모자가족,18~64세,38,56
서울특별시,도봉구,창1동,부자가족,18세미만,0,11
서울특별시,도봉구,창1동,부자가족,18~64세,11,17
서울특별시,도봉구,창1동,차상위장애인,18세미만,0,1
서울특별시,도봉구,창1동,차상위장애인,18~64세,22,21
서울특별시,도봉구,창1동,차상위장애인,65세이상,21,21
서울특별시,도봉구,창1동,차상위자활,18~64세,1,1
서울특별시,도봉구,창1동,차상위본인부담경감대상자,18세미만,0,25
서울특별시,도봉구,창1동,차상위본인부담경감대상자,18~64세,36,22
서울특별시,도봉구,창1동,차상위본인부담경감대상자,65세이상,21,23
서울특별시,도봉구,창1동,청소년한부모모자가족,18세미만,0,1
서울특별시,도봉구,창1동,청소년한부모모자가족,18~64세,1,1
서울특별시,도봉구,창1동,차상위계층 확인,18세미만,0,6
서울특별시,도봉구,창1동,차상위계층 확인,18~64세,27,49
서울특별시,도봉구,창1동,차상위계층 확인,65세이상,14,17
서울특별시,도봉구,창2동,모자가족,18세미만,0,125
서울특별시,도봉구,창2동,모자가족,18~64세,136,206
서울특별시,도봉구,창2동,조손가족,18세미만,0,1
서울특별시,도봉구,창2동,조손가족,65세이상,1,2
서울특별시,도봉구,창2동,부자가족,18세미만,0,32
서울특별시,도봉구,창2동,부자가족,18~64세,32,41
서울특별시,도봉구,창2동,차상위장애인,18세미만,1,6
서울특별시,도봉구,창2동,차상위장애인,18~64세,29,26
서울특별시,도봉구,창2동,차상위장애인,65세이상,35,35
서울특별시,도봉구,창2동,차상위자활,18~64세,3,4
서울특별시,도봉구,창2동,차상위자활,65세이상,2,1
서울특별시,도봉구,창2동,차상위본인부담경감대상자,18세미만,0,77
서울특별시,도봉구,창2동,차상위본인부담경감대상자,18~64세,103,59
서울특별시,도봉구,창2동,차상위본인부담경감대상자,65세이상,62,74
서울특별시,도봉구,창2동,청소년한부모모자가족,18세미만,0,6
서울특별시,도봉구,창2동,청소년한부모모자가족,18~64세,5,5
서울특별시,도봉구,창2동,차상위계층 확인,18세미만,0,20
서울특별시,도봉구,창2동,차상위계층 확인,18~64세,76,136
서울특별시,도봉구,창2동,차상위계층 확인,65세이상,36,40
서울특별시,도봉구,창3동,모자가족,18세미만,1,111
서울특별시,도봉구,창3동,모자가족,18~64세,104,152
서울특별시,도봉구,창3동,부자가족,18세미만,0,27
서울특별시,도봉구,창3동,부자가족,18~64세,21,29
서울특별시,도봉구,창3동,부자가족,65세이상,1,1
서울특별시,도봉구,창3동,차상위장애인,18세미만,0,4
서울특별시,도봉구,창3동,차상위장애인,18~64세,18,15
서울특별시,도봉구,창3동,차상위장애인,65세이상,36,37
서울특별시,도봉구,창3동,차상위자활,18~64세,4,4
서울특별시,도봉구,창3동,차상위본인부담경감대상자,18세미만,0,42
서울특별시,도봉구,창3동,차상위본인부담경감대상자,18~64세,78,59
서울특별시,도봉구,창3동,차상위본인부담경감대상자,65세이상,68,73
서울특별시,도봉구,창3동,청소년한부모모자가족,18세미만,0,1
서울특별시,도봉구,창3동,청소년한부모모자가족,18~64세,1,1
서울특별시,도봉구,창3동,차상위계층 확인,18세미만,0,5
서울특별시,도봉구,창3동,차상위계층 확인,18~64세,36,75
서울특별시,도봉구,창3동,차상위계층 확인,65세이상,21,26
서울특별시,도봉구,창4동,모자가족,18세미만,0,18
서울특별시,도봉구,창4동,모자가족,18~64세,23,35
서울특별시,도봉구,창4동,부자가족,18세미만,0,6
서울특별시,도봉구,창4동,부자가족,18~64세,6,8
서울특별시,도봉구,창4동,차상위장애인,18~64세,15,15
서울특별시,도봉구,창4동,차상위장애인,65세이상,15,15
서울특별시,도봉구,창4동,차상위자활,18~64세,1,1
서울특별시,도봉구,창4동,차상위본인부담경감대상자,18세미만,0,7
서울특별시,도봉구,창4동,차상위본인부담경감대상자,18~64세,20,19
서울특별시,도봉구,창4동,차상위본인부담경감대상자,65세이상,19,21
서울특별시,도봉구,창4동,차상위계층 확인,18세미만,0,5
서울특별시,도봉구,창4동,차상위계층 확인,18~64세,29,59
서울특별시,도봉구,창4동,차상위계층 확인,65세이상,29,30
서울특별시,도봉구,창5동,모자가족,18세미만,0,51
서울특별시,도봉구,창5동,모자가족,18~64세,45,62
서울특별시,도봉구,창5동,조손가족,18세미만,0,2
서울특별시,도봉구,창5동,조손가족,18~64세,0,1
서울특별시,도봉구,창5동,조손가족,65세이상,2,2
서울특별시,도봉구,창5동,부자가족,18세미만,0,5
서울특별시,도봉구,창5동,부자가족,18~64세,6,11
서울특별시,도봉구,창5동,차상위장애인,18~64세,12,12
서울특별시,도봉구,창5동,차상위장애인,65세이상,28,31
서울특별시,도봉구,창5동,차상위자활,18~64세,2,2
서울특별시,도봉구,창5동,차상위본인부담경감대상자,18세미만,0,18
서울특별시,도봉구,창5동,차상위본인부담경감대상자,18~64세,22,14
서울특별시,도봉구,창5동,차상위본인부담경감대상자,65세이상,26,29
서울특별시,도봉구,창5동,청소년한부모모자가족,18세미만,0,2
서울특별시,도봉구,창5동,청소년한부모모자가족,18~64세,2,2
서울특별시,도봉구,창5동,차상위계층 확인,18세미만,0,3
서울특별시,도봉구,창5동,차상위계층 확인,18~64세,37,69
서울특별시,도봉구,창5동,차상위계층 확인,65세이상,18,21
서울특별시,도봉구,도봉1동,모자가족,18세미만,0,86
서울특별시,도봉구,도봉1동,모자가족,18~64세,89,124
서울특별시,도봉구,도봉1동,조손가족,18~64세,0,1
서울특별시,도봉구,도봉1동,조손가족,65세이상,1,1
서울특별시,도봉구,도봉1동,부자가족,18세미만,0,16
서울특별시,도봉구,도봉1동,부자가족,18~64세,24,40
서울특별시,도봉구,도봉1동,부자가족,65세이상,1,1
서울특별시,도봉구,도봉1동,차상위장애인,18세미만,1,4
서울특별시,도봉구,도봉1동,차상위장애인,18~64세,32,30
서울특별시,도봉구,도봉1동,차상위장애인,65세이상,66,68
서울특별시,도봉구,도봉1동,차상위자활,18~64세,2,2
서울특별시,도봉구,도봉1동,차상위본인부담경감대상자,18세미만,0,84
서울특별시,도봉구,도봉1동,차상위본인부담경감대상자,18~64세,106,65
서울특별시,도봉구,도봉1동,차상위본인부담경감대상자,65세이상,95,108
서울특별시,도봉구,도봉1동,청소년한부모모자가족,18세미만,1,3
서울특별시,도봉구,도봉1동,청소년한부모모자가족,18~64세,3,2
서울특별시,도봉구,도봉1동,차상위계층 확인,18세미만,1,10
서울특별시,도봉구,도봉1동,차상위계층 확인,18~64세,55,122
서울특별시,도봉구,도봉1동,차상위계층 확인,65세이상,61,67
서울특별시,도봉구,도봉2동,모자가족,18세미만,0,51
서울특별시,도봉구,도봉2동,모자가족,18~64세,50,68
서울특별시,도봉구,도봉2동,조손가족,18세미만,0,1
서울특별시,도봉구,도봉2동,조손가족,65세이상,1,1
서울특별시,도봉구,도봉2동,부자가족,18세미만,0,18
서울특별시,도봉구,도봉2동,부자가족,18~64세,21,28
서울특별시,도봉구,도봉2동,차상위장애인,18~64세,17,17
서울특별시,도봉구,도봉2동,차상위장애인,65세이상,59,61
서울특별시,도봉구,도봉2동,차상위자활,65세이상,1,1
서울특별시,도봉구,도봉2동,차상위본인부담경감대상자,18세미만,1,22
서울특별시,도봉구,도봉2동,차상위본인부담경감대상자,18~64세,36,31
서울특별시,도봉구,도봉2동,차상위본인부담경감대상자,65세이상,76,81
서울특별시,도봉구,도봉2동,차상위계층 확인,18세미만,0,3
서울특별시,도봉구,도봉2동,차상위계층 확인,18~64세,22,55
서울특별시,도봉구,도봉2동,차상위계층 확인,65세이상,49,60
서울특별시,도봉구,쌍문1동,모자가족,18세미만,0,102
서울특별시,도봉구,쌍문1동,모자가족,18~64세,112,176
서울특별시,도봉구,쌍문1동,부자가족,18세미만,0,16
서울특별시,도봉구,쌍문1동,부자가족,18~64세,20,31
서울특별시,도봉구,쌍문1동,차상위장애인,18세미만,0,3
서울특별시,도봉구,쌍문1동,차상위장애인,18~64세,17,13
서울특별시,도봉구,쌍문1동,차상위장애인,65세이상,37,41
서울특별시,도봉구,쌍문1동,차상위자활,18~64세,4,4
서울특별시,도봉구,쌍문1동,차상위자활,65세이상,1,1
서울특별시,도봉구,쌍문1동,차상위본인부담경감대상자,18세미만,1,79
서울특별시,도봉구,쌍문1동,차상위본인부담경감대상자,18~64세,94,55
서울특별시,도봉구,쌍문1동,차상위본인부담경감대상자,65세이상,61,75
서울특별시,도봉구,쌍문1동,청소년한부모모자가족,18세미만,0,2
서울특별시,도봉구,쌍문1동,청소년한부모모자가족,18~64세,2,2
서울특별시,도봉구,쌍문1동,차상위계층 확인,18세미만,0,10
서울특별시,도봉구,쌍문1동,차상위계층 확인,18~64세,80,169
서울특별시,도봉구,쌍문1동,차상위계층 확인,65세이상,61,76
서울특별시,도봉구,쌍문2동,모자가족,18세미만,0,78
서울특별시,도봉구,쌍문2동,모자가족,18~64세,82,121
서울특별시,도봉구,쌍문2동,조손가족,18~64세,0,1
서울특별시,도봉구,쌍문2동,조손가족,65세이상,1,1
서울특별시,도봉구,쌍문2동,부자가족,18세미만,0,14
서울특별시,도봉구,쌍문2동,부자가족,18~64세,16,24
서울특별시,도봉구,쌍문2동,차상위장애인,18세미만,0,5
서울특별시,도봉구,쌍문2동,차상위장애인,18~64세,20,17
서울특별시,도봉구,쌍문2동,차상위장애인,65세이상,51,52
서울특별시,도봉구,쌍문2동,차상위자활,18~64세,2,2
서울특별시,도봉구,쌍문2동,차상위본인부담경감대상자,18세미만,2,93
서울특별시,도봉구,쌍문2동,차상위본인부담경감대상자,18~64세,95,56
서울특별시,도봉구,쌍문2동,차상위본인부담경감대상자,65세이상,74,82
서울특별시,도봉구,쌍문2동,청소년한부모모자가족,18세미만,0,4
서울특별시,도봉구,쌍문2동,청소년한부모모자가족,18~64세,3,3
서울특별시,도봉구,쌍문2동,차상위계층 확인,18세미만,0,18
서울특별시,도봉구,쌍문2동,차상위계층 확인,18~64세,62,133
서울특별시,도봉구,쌍문2동,차상위계층 확인,65세이상,53,61
서울특별시,도봉구,쌍문3동,모자가족,18세미만,0,55
서울특별시,도봉구,쌍문3동,모자가족,18~64세,67,101
서울특별시,도봉구,쌍문3동,부자가족,18세미만,0,18
서울특별시,도봉구,쌍문3동,부자가족,18~64세,20,30
서울특별시,도봉구,쌍문3동,차상위장애인,18세미만,0,2
서울특별시,도봉구,쌍문3동,차상위장애인,18~64세,18,17
서울특별시,도봉구,쌍문3동,차상위장애인,65세이상,24,28
서울특별시,도봉구,쌍문3동,차상위자활,18~64세,2,2
서울특별시,도봉구,쌍문3동,차상위본인부담경감대상자,18세미만,0,37
서울특별시,도봉구,쌍문3동,차상위본인부담경감대상자,18~64세,59,34
서울특별시,도봉구,쌍문3동,차상위본인부담경감대상자,65세이상,45,53
서울특별시,도봉구,쌍문3동,차상위계층 확인,18세미만,0,5
서울특별시,도봉구,쌍문3동,차상위계층 확인,18~64세,45,90
서울특별시,도봉구,쌍문3동,차상위계층 확인,65세이상,40,47
서울특별시,도봉구,쌍문4동,모자가족,18세미만,1,33
서울특별시,도봉구,쌍문4동,모자가족,18~64세,37,53
서울특별시,도봉구,쌍문4동,부자가족,18세미만,0,9
서울특별시,도봉구,쌍문4동,부자가족,18~64세,7,10
서울특별시,도봉구,쌍문4동,차상위장애인,18세미만,0,1
서울특별시,도봉구,쌍문4동,차상위장애인,18~64세,16,14
서울특별시,도봉구,쌍문4동,차상위장애인,65세이상,11,12
서울특별시,도봉구,쌍문4동,차상위자활,18~64세,3,4
서울특별시,도봉구,쌍문4동,차상위자활,65세이상,1,0
서울특별시,도봉구,쌍문4동,차상위본인부담경감대상자,18세미만,0,31
서울특별시,도봉구,쌍문4동,차상위본인부담경감대상자,18~64세,37,21
서울특별시,도봉구,쌍문4동,차상위본인부담경감대상자,65세이상,24,28
서울특별시,도봉구,쌍문4동,차상위계층 확인,18세미만,0,11
서울특별시,도봉구,쌍문4동,차상위계층 확인,18~64세,29,67
서울특별시,도봉구,쌍문4동,차상위계층 확인,65세이상,26,32
서울특별시,도봉구,방학1동,모자가족,18세미만,0,101
서울특별시,도봉구,방학1동,모자가족,18~64세,113,175
서울특별시,도봉구,방학1동,조손가족,18~64세,0,1
서울특별시,도봉구,방학1동,조손가족,65세이상,1,1
서울특별시,도봉구,방학1동,부자가족,18세미만,0,33
서울특별시,도봉구,방학1동,부자가족,18~64세,34,49
서울특별시,도봉구,방학1동,차상위장애인,18세미만,0,2
서울특별시,도봉구,방학1동,차상위장애인,18~64세,43,42
서울특별시,도봉구,방학1동,차상위장애인,65세이상,67,69
서울특별시,도봉구,방학1동,차상위자활,18~64세,2,3
서울특별시,도봉구,방학1동,차상위본인부담경감대상자,18세미만,0,71
서울특별시,도봉구,방학1동,차상위본인부담경감대상자,18~64세,93,56
서울특별시,도봉구,방학1동,차상위본인부담경감대상자,65세이상,69,76
서울특별시,도봉구,방학1동,청소년한부모모자가족,18세미만,0,5
서울특별시,도봉구,방학1동,청소년한부모모자가족,18~64세,5,5
서울특별시,도봉구,방학1동,차상위계층 확인,18세미만,0,2
서울특별시,도봉구,방학1동,차상위계층 확인,18~64세,82,147
서울특별시,도봉구,방학1동,차상위계층 확인,65세이상,59,59
서울특별시,도봉구,방학2동,모자가족,18세미만,0,210
서울특별시,도봉구,방학2동,모자가족,18~64세,212,307
서울특별시,도봉구,방학2동,조손가족,18세미만,0,2
서울특별시,도봉구,방학2동,조손가족,18~64세,1,3
서울특별시,도봉구,방학2동,조손가족,65세이상,1,1
서울특별시,도봉구,방학2동,부자가족,18세미만,0,43
서울특별시,도봉구,방학2동,부자가족,18~64세,38,54
서울특별시,도봉구,방학2동,차상위장애인,18세미만,0,6
서울특별시,도봉구,방학2동,차상위장애인,18~64세,39,35
서울특별시,도봉구,방학2동,차상위장애인,65세이상,51,55
서울특별시,도봉구,방학2동,차상위자활,18~64세,4,4
서울특별시,도봉구,방학2동,차상위본인부담경감대상자,18세미만,0,162
서울특별시,도봉구,방학2동,차상위본인부담경감대상자,18~64세,184,110
서울특별시,도봉구,방학2동,차상위본인부담경감대상자,65세이상,95,109
서울특별시,도봉구,방학2동,청소년한부모모자가족,18세미만,0,3
